gewest;provincie;arrondissement;nis-code;postcode;gemeente;leeftijdsgroep_(jaar);geslacht;aantal_verblijven
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge; 0 – 14;Mannelijk;125
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge; 0 – 14;Vrouwelijk;96
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;15 – 64;Mannelijk;1476
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;15 – 64;Vrouwelijk;2051
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;65 – ...;Mannelijk;1479
Vlaams Gewest;West-Vlaanderen;Brugge;31004.0;8370.0;Blankenberge;65 – ...;Vrouwelijk;1642
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge; 0 – 14;Mannelijk;1036
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge; 0 – 14;Vrouwelijk;688
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;15 – 64;Mannelijk;7494
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;15 – 64;Vrouwelijk;9506
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;65 – ...;Mannelijk;5939
Vlaams Gewest;West-Vlaanderen;Brugge;31005.0;8000.0;Brugge;65 – ...;Vrouwelijk;6397
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme; 0 – 14;Mannelijk;89
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme; 0 – 14;Vrouwelijk;70
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;15 – 64;Mannelijk;627
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;15 – 64;Vrouwelijk;963
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;65 – ...;Mannelijk;527
Vlaams Gewest;West-Vlaanderen;Brugge;31006.0;8340.0;Damme;65 – ...;Vrouwelijk;377
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke; 0 – 14;Mannelijk;134
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke; 0 – 14;Vrouwelijk;108
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;15 – 64;Mannelijk;852
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;15 – 64;Vrouwelijk;1147
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;65 – ...;Mannelijk;666
Vlaams Gewest;West-Vlaanderen;Brugge;31012.0;8490.0;Jabbeke;65 – ...;Vrouwelijk;695
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp; 0 – 14;Mannelijk;252
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp; 0 – 14;Vrouwelijk;181
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;15 – 64;Mannelijk;1346
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;15 – 64;Vrouwelijk;2114
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;65 – ...;Mannelijk;1166
Vlaams Gewest;West-Vlaanderen;Brugge;31022.0;8020.0;Oostkamp;65 – ...;Vrouwelijk;1159
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout; 0 – 14;Mannelijk;242
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout; 0 – 14;Vrouwelijk;195
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;15 – 64;Mannelijk;1466
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;15 – 64;Vrouwelijk;1905
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;65 – ...;Mannelijk;983
Vlaams Gewest;West-Vlaanderen;Brugge;31033.0;8820.0;Torhout;65 – ...;Vrouwelijk;821
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem; 0 – 14;Mannelijk;284
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem; 0 – 14;Vrouwelijk;198
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;15 – 64;Mannelijk;1613
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;15 – 64;Vrouwelijk;2180
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;65 – ...;Mannelijk;1025
Vlaams Gewest;West-Vlaanderen;Brugge;31040.0;8210.0;Zedelgem;65 – ...;Vrouwelijk;1063
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke; 0 – 14;Mannelijk;35
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke; 0 – 14;Vrouwelijk;14
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;15 – 64;Mannelijk;197
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;15 – 64;Vrouwelijk;243
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;65 – ...;Mannelijk;145
Vlaams Gewest;West-Vlaanderen;Brugge;31042.0;8377.0;Zuienkerke;65 – ...;Vrouwelijk;91
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist; 0 – 14;Mannelijk;225
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist; 0 – 14;Vrouwelijk;132
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist;15 – 64;Mannelijk;2080
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist;15 – 64;Vrouwelijk;2941
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist;65 – ...;Mannelijk;2544
Vlaams Gewest;West-Vlaanderen;Brugge;31043.0;8300.0;Knokke-Heist;65 – ...;Vrouwelijk;2758
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003.0;8600.0;Diksmuide; 0 – 14;Mannelijk;151
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003.0;8600.0;Diksmuide; 0 – 14;Vrouwelijk;92
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003.0;8600.0;Diksmuide;15 – 64;Mannelijk;1054
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003.0;8600.0;Diksmuide;15 – 64;Vrouwelijk;1433
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003.0;8600.0;Diksmuide;65 – ...;Mannelijk;680
Vlaams Gewest;West-Vlaanderen;Diksmuide;32003.0;8600.0;Diksmuide;65 – ...;Vrouwelijk;642
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006.0;8650.0;Houthulst; 0 – 14;Mannelijk;123
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006.0;8650.0;Houthulst; 0 – 14;Vrouwelijk;98
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006.0;8650.0;Houthulst;15 – 64;Mannelijk;754
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006.0;8650.0;Houthulst;15 – 64;Vrouwelijk;892
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006.0;8650.0;Houthulst;65 – ...;Mannelijk;277
Vlaams Gewest;West-Vlaanderen;Diksmuide;32006.0;8650.0;Houthulst;65 – ...;Vrouwelijk;339
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010.0;8680.0;Koekelare; 0 – 14;Mannelijk;104
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010.0;8680.0;Koekelare; 0 – 14;Vrouwelijk;60
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010.0;8680.0;Koekelare;15 – 64;Mannelijk;623
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010.0;8680.0;Koekelare;15 – 64;Vrouwelijk;741
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010.0;8680.0;Koekelare;65 – ...;Mannelijk;500
Vlaams Gewest;West-Vlaanderen;Diksmuide;32010.0;8680.0;Koekelare;65 – ...;Vrouwelijk;302
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011.0;8610.0;Kortemark; 0 – 14;Mannelijk;145
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011.0;8610.0;Kortemark; 0 – 14;Vrouwelijk;112
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011.0;8610.0;Kortemark;15 – 64;Mannelijk;778
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011.0;8610.0;Kortemark;15 – 64;Vrouwelijk;991
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011.0;8610.0;Kortemark;65 – ...;Mannelijk;415
Vlaams Gewest;West-Vlaanderen;Diksmuide;32011.0;8610.0;Kortemark;65 – ...;Vrouwelijk;463
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030.0;8647.0;Lo-Reninge; 0 – 14;Mannelijk;26
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030.0;8647.0;Lo-Reninge; 0 – 14;Vrouwelijk;13
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030.0;8647.0;Lo-Reninge;15 – 64;Mannelijk;154
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030.0;8647.0;Lo-Reninge;15 – 64;Vrouwelijk;198
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030.0;8647.0;Lo-Reninge;65 – ...;Mannelijk;213
Vlaams Gewest;West-Vlaanderen;Diksmuide;32030.0;8647.0;Lo-Reninge;65 – ...;Vrouwelijk;118
Vlaams Gewest;West-Vlaanderen;Ieper;33011.0;8900.0;Ieper; 0 – 14;Mannelijk;232
Vlaams Gewest;West-Vlaanderen;Ieper;33011.0;8900.0;Ieper; 0 – 14;Vrouwelijk;180
Vlaams Gewest;West-Vlaanderen;Ieper;33011.0;8900.0;Ieper;15 – 64;Mannelijk;2657
Vlaams Gewest;West-Vlaanderen;Ieper;33011.0;8900.0;Ieper;15 – 64;Vrouwelijk;3043
Vlaams Gewest;West-Vlaanderen;Ieper;33011.0;8900.0;Ieper;65 – ...;Mannelijk;1398
Vlaams Gewest;West-Vlaanderen;Ieper;33011.0;8900.0;Ieper;65 – ...;Vrouwelijk;1641
Vlaams Gewest;West-Vlaanderen;Ieper;33016.0;8957.0;Mesen; 0 – 14;Mannelijk;11
Vlaams Gewest;West-Vlaanderen;Ieper;33016.0;8957.0;Mesen; 0 – 14;Vrouwelijk;10
Vlaams Gewest;West-Vlaanderen;Ieper;33016.0;8957.0;Mesen;15 – 64;Mannelijk;58
Vlaams Gewest;West-Vlaanderen;Ieper;33016.0;8957.0;Mesen;15 – 64;Vrouwelijk;122
Vlaams Gewest;West-Vlaanderen;Ieper;33016.0;8957.0;Mesen;65 – ...;Mannelijk;55
Vlaams Gewest;West-Vlaanderen;Ieper;33016.0;8957.0;Mesen;65 – ...;Vrouwelijk;49
Vlaams Gewest;West-Vlaanderen;Ieper;33021.0;8970.0;Poperinge; 0 – 14;Mannelijk;141
Vlaams Gewest;West-Vlaanderen;Ieper;33021.0;8970.0;Poperinge; 0 – 14;Vrouwelijk;154
Vlaams Gewest;West-Vlaanderen;Ieper;33021.0;8970.0;Poperinge;15 – 64;Mannelijk;1354
Vlaams Gewest;West-Vlaanderen;Ieper;33021.0;8970.0;Poperinge;15 – 64;Vrouwelijk;1639
Vlaams Gewest;West-Vlaanderen;Ieper;33021.0;8970.0;Poperinge;65 – ...;Mannelijk;907
Vlaams Gewest;West-Vlaanderen;Ieper;33021.0;8970.0;Poperinge;65 – ...;Vrouwelijk;946
Vlaams Gewest;West-Vlaanderen;Ieper;33029.0;8940.0;Wervik; 0 – 14;Mannelijk;278
Vlaams Gewest;West-Vlaanderen;Ieper;33029.0;8940.0;Wervik; 0 – 14;Vrouwelijk;201
Vlaams Gewest;West-Vlaanderen;Ieper;33029.0;8940.0;Wervik;15 – 64;Mannelijk;1295
Vlaams Gewest;West-Vlaanderen;Ieper;33029.0;8940.0;Wervik;15 – 64;Vrouwelijk;1860
Vlaams Gewest;West-Vlaanderen;Ieper;33029.0;8940.0;Wervik;65 – ...;Mannelijk;843
Vlaams Gewest;West-Vlaanderen;Ieper;33029.0;8940.0;Wervik;65 – ...;Vrouwelijk;799
Vlaams Gewest;West-Vlaanderen;Ieper;33037.0;8980.0;Zonnebeke; 0 – 14;Mannelijk;132
Vlaams Gewest;West-Vlaanderen;Ieper;33037.0;8980.0;Zonnebeke; 0 – 14;Vrouwelijk;108
Vlaams Gewest;West-Vlaanderen;Ieper;33037.0;8980.0;Zonnebeke;15 – 64;Mannelijk;912
Vlaams Gewest;West-Vlaanderen;Ieper;33037.0;8980.0;Zonnebeke;15 – 64;Vrouwelijk;1061
Vlaams Gewest;West-Vlaanderen;Ieper;33037.0;8980.0;Zonnebeke;65 – ...;Mannelijk;474
Vlaams Gewest;West-Vlaanderen;Ieper;33037.0;8980.0;Zonnebeke;65 – ...;Vrouwelijk;515
Vlaams Gewest;West-Vlaanderen;Ieper;33039.0;8950.0;Heuvelland; 0 – 14;Mannelijk;55
Vlaams Gewest;West-Vlaanderen;Ieper;33039.0;8950.0;Heuvelland; 0 – 14;Vrouwelijk;41
Vlaams Gewest;West-Vlaanderen;Ieper;33039.0;8950.0;Heuvelland;15 – 64;Mannelijk;580
Vlaams Gewest;West-Vlaanderen;Ieper;33039.0;8950.0;Heuvelland;15 – 64;Vrouwelijk;698
Vlaams Gewest;West-Vlaanderen;Ieper;33039.0;8950.0;Heuvelland;65 – ...;Mannelijk;279
Vlaams Gewest;West-Vlaanderen;Ieper;33039.0;8950.0;Heuvelland;65 – ...;Vrouwelijk;286
Vlaams Gewest;West-Vlaanderen;Ieper;33040.0;8920.0;Langemark-Poelkapelle; 0 – 14;Mannelijk;85
Vlaams Gewest;West-Vlaanderen;Ieper;33040.0;8920.0;Langemark-Poelkapelle; 0 – 14;Vrouwelijk;79
Vlaams Gewest;West-Vlaanderen;Ieper;33040.0;8920.0;Langemark-Poelkapelle;15 – 64;Mannelijk;626
Vlaams Gewest;West-Vlaanderen;Ieper;33040.0;8920.0;Langemark-Poelkapelle;15 – 64;Vrouwelijk;725
Vlaams Gewest;West-Vlaanderen;Ieper;33040.0;8920.0;Langemark-Poelkapelle;65 – ...;Mannelijk;310
Vlaams Gewest;West-Vlaanderen;Ieper;33040.0;8920.0;Langemark-Poelkapelle;65 – ...;Vrouwelijk;261
Vlaams Gewest;West-Vlaanderen;Ieper;33041.0;8640.0;Vleteren; 0 – 14;Mannelijk;30
Vlaams Gewest;West-Vlaanderen;Ieper;33041.0;8640.0;Vleteren; 0 – 14;Vrouwelijk;31
Vlaams Gewest;West-Vlaanderen;Ieper;33041.0;8640.0;Vleteren;15 – 64;Mannelijk;159
Vlaams Gewest;West-Vlaanderen;Ieper;33041.0;8640.0;Vleteren;15 – 64;Vrouwelijk;317
Vlaams Gewest;West-Vlaanderen;Ieper;33041.0;8640.0;Vleteren;65 – ...;Mannelijk;94
Vlaams Gewest;West-Vlaanderen;Ieper;33041.0;8640.0;Vleteren;65 – ...;Vrouwelijk;177
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002.0;8570.0;Anzegem; 0 – 14;Mannelijk;176
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002.0;8570.0;Anzegem; 0 – 14;Vrouwelijk;126
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002.0;8570.0;Anzegem;15 – 64;Mannelijk;900
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002.0;8570.0;Anzegem;15 – 64;Vrouwelijk;1278
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002.0;8570.0;Anzegem;65 – ...;Mannelijk;501
Vlaams Gewest;West-Vlaanderen;Kortrijk;34002.0;8570.0;Anzegem;65 – ...;Vrouwelijk;569
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003.0;8580.0;Avelgem; 0 – 14;Mannelijk;98
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003.0;8580.0;Avelgem; 0 – 14;Vrouwelijk;81
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003.0;8580.0;Avelgem;15 – 64;Mannelijk;666
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003.0;8580.0;Avelgem;15 – 64;Vrouwelijk;1171
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003.0;8580.0;Avelgem;65 – ...;Mannelijk;297
Vlaams Gewest;West-Vlaanderen;Kortrijk;34003.0;8580.0;Avelgem;65 – ...;Vrouwelijk;391
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009.0;8540.0;Deerlijk; 0 – 14;Mannelijk;123
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009.0;8540.0;Deerlijk; 0 – 14;Vrouwelijk;98
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009.0;8540.0;Deerlijk;15 – 64;Mannelijk;755
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009.0;8540.0;Deerlijk;15 – 64;Vrouwelijk;1221
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009.0;8540.0;Deerlijk;65 – ...;Mannelijk;460
Vlaams Gewest;West-Vlaanderen;Kortrijk;34009.0;8540.0;Deerlijk;65 – ...;Vrouwelijk;530
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013.0;8530.0;Harelbeke; 0 – 14;Mannelijk;326
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013.0;8530.0;Harelbeke; 0 – 14;Vrouwelijk;244
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013.0;8530.0;Harelbeke;15 – 64;Mannelijk;1959
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013.0;8530.0;Harelbeke;15 – 64;Vrouwelijk;3070
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013.0;8530.0;Harelbeke;65 – ...;Mannelijk;1224
Vlaams Gewest;West-Vlaanderen;Kortrijk;34013.0;8530.0;Harelbeke;65 – ...;Vrouwelijk;1333
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022.0;8500.0;Kortrijk; 0 – 14;Mannelijk;1076
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022.0;8500.0;Kortrijk; 0 – 14;Vrouwelijk;870
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022.0;8500.0;Kortrijk;15 – 64;Mannelijk;5228
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022.0;8500.0;Kortrijk;15 – 64;Vrouwelijk;8584
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022.0;8500.0;Kortrijk;65 – ...;Mannelijk;3270
Vlaams Gewest;West-Vlaanderen;Kortrijk;34022.0;8500.0;Kortrijk;65 – ...;Vrouwelijk;3927
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023.0;8520.0;Kuurne; 0 – 14;Mannelijk;195
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023.0;8520.0;Kuurne; 0 – 14;Vrouwelijk;156
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023.0;8520.0;Kuurne;15 – 64;Mannelijk;1023
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023.0;8520.0;Kuurne;15 – 64;Vrouwelijk;1603
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023.0;8520.0;Kuurne;65 – ...;Mannelijk;667
Vlaams Gewest;West-Vlaanderen;Kortrijk;34023.0;8520.0;Kuurne;65 – ...;Vrouwelijk;848
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025.0;8860.0;Lendelede; 0 – 14;Mannelijk;65
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025.0;8860.0;Lendelede; 0 – 14;Vrouwelijk;50
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025.0;8860.0;Lendelede;15 – 64;Mannelijk;358
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025.0;8860.0;Lendelede;15 – 64;Vrouwelijk;740
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025.0;8860.0;Lendelede;65 – ...;Mannelijk;416
Vlaams Gewest;West-Vlaanderen;Kortrijk;34025.0;8860.0;Lendelede;65 – ...;Vrouwelijk;323
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027.0;8930.0;Menen; 0 – 14;Mannelijk;545
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027.0;8930.0;Menen; 0 – 14;Vrouwelijk;397
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027.0;8930.0;Menen;15 – 64;Mannelijk;2418
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027.0;8930.0;Menen;15 – 64;Vrouwelijk;3581
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027.0;8930.0;Menen;65 – ...;Mannelijk;1651
Vlaams Gewest;West-Vlaanderen;Kortrijk;34027.0;8930.0;Menen;65 – ...;Vrouwelijk;1587
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040.0;8790.0;Waregem; 0 – 14;Mannelijk;437
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040.0;8790.0;Waregem; 0 – 14;Vrouwelijk;345
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040.0;8790.0;Waregem;15 – 64;Mannelijk;2506
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040.0;8790.0;Waregem;15 – 64;Vrouwelijk;3603
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040.0;8790.0;Waregem;65 – ...;Mannelijk;1303
Vlaams Gewest;West-Vlaanderen;Kortrijk;34040.0;8790.0;Waregem;65 – ...;Vrouwelijk;1667
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041.0;8560.0;Wevelgem; 0 – 14;Mannelijk;394
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041.0;8560.0;Wevelgem; 0 – 14;Vrouwelijk;327
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041.0;8560.0;Wevelgem;15 – 64;Mannelijk;1977
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041.0;8560.0;Wevelgem;15 – 64;Vrouwelijk;3463
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041.0;8560.0;Wevelgem;65 – ...;Mannelijk;1152
Vlaams Gewest;West-Vlaanderen;Kortrijk;34041.0;8560.0;Wevelgem;65 – ...;Vrouwelijk;1104
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042.0;8550.0;Zwevegem; 0 – 14;Mannelijk;352
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042.0;8550.0;Zwevegem; 0 – 14;Vrouwelijk;261
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042.0;8550.0;Zwevegem;15 – 64;Mannelijk;1630
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042.0;8550.0;Zwevegem;15 – 64;Vrouwelijk;2650
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042.0;8550.0;Zwevegem;65 – ...;Mannelijk;1028
Vlaams Gewest;West-Vlaanderen;Kortrijk;34042.0;8550.0;Zwevegem;65 – ...;Vrouwelijk;983
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043.0;8587.0;Spiere-Helkijn; 0 – 14;Mannelijk;22
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043.0;8587.0;Spiere-Helkijn; 0 – 14;Vrouwelijk;24
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043.0;8587.0;Spiere-Helkijn;15 – 64;Mannelijk;136
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043.0;8587.0;Spiere-Helkijn;15 – 64;Vrouwelijk;196
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043.0;8587.0;Spiere-Helkijn;65 – ...;Mannelijk;51
Vlaams Gewest;West-Vlaanderen;Kortrijk;34043.0;8587.0;Spiere-Helkijn;65 – ...;Vrouwelijk;29
Vlaams Gewest;West-Vlaanderen;Oostende;35002.0;8450.0;Bredene; 0 – 14;Mannelijk;161
Vlaams Gewest;West-Vlaanderen;Oostende;35002.0;8450.0;Bredene; 0 – 14;Vrouwelijk;84
Vlaams Gewest;West-Vlaanderen;Oostende;35002.0;8450.0;Bredene;15 – 64;Mannelijk;1359
Vlaams Gewest;West-Vlaanderen;Oostende;35002.0;8450.0;Bredene;15 – 64;Vrouwelijk;1733
Vlaams Gewest;West-Vlaanderen;Oostende;35002.0;8450.0;Bredene;65 – ...;Mannelijk;985
Vlaams Gewest;West-Vlaanderen;Oostende;35002.0;8450.0;Bredene;65 – ...;Vrouwelijk;830
Vlaams Gewest;West-Vlaanderen;Oostende;35005.0;8470.0;Gistel; 0 – 14;Mannelijk;114
Vlaams Gewest;West-Vlaanderen;Oostende;35005.0;8470.0;Gistel; 0 – 14;Vrouwelijk;77
Vlaams Gewest;West-Vlaanderen;Oostende;35005.0;8470.0;Gistel;15 – 64;Mannelijk;928
Vlaams Gewest;West-Vlaanderen;Oostende;35005.0;8470.0;Gistel;15 – 64;Vrouwelijk;1063
Vlaams Gewest;West-Vlaanderen;Oostende;35005.0;8470.0;Gistel;65 – ...;Mannelijk;508
Vlaams Gewest;West-Vlaanderen;Oostende;35005.0;8470.0;Gistel;65 – ...;Vrouwelijk;683
Vlaams Gewest;West-Vlaanderen;Oostende;35006.0;8480.0;Ichtegem; 0 – 14;Mannelijk;169
Vlaams Gewest;West-Vlaanderen;Oostende;35006.0;8480.0;Ichtegem; 0 – 14;Vrouwelijk;147
Vlaams Gewest;West-Vlaanderen;Oostende;35006.0;8480.0;Ichtegem;15 – 64;Mannelijk;1002
Vlaams Gewest;West-Vlaanderen;Oostende;35006.0;8480.0;Ichtegem;15 – 64;Vrouwelijk;1341
Vlaams Gewest;West-Vlaanderen;Oostende;35006.0;8480.0;Ichtegem;65 – ...;Mannelijk;667
Vlaams Gewest;West-Vlaanderen;Oostende;35006.0;8480.0;Ichtegem;65 – ...;Vrouwelijk;572
Vlaams Gewest;West-Vlaanderen;Oostende;35011.0;8430.0;Middelkerke; 0 – 14;Mannelijk;113
Vlaams Gewest;West-Vlaanderen;Oostende;35011.0;8430.0;Middelkerke; 0 – 14;Vrouwelijk;172
Vlaams Gewest;West-Vlaanderen;Oostende;35011.0;8430.0;Middelkerke;15 – 64;Mannelijk;1391
Vlaams Gewest;West-Vlaanderen;Oostende;35011.0;8430.0;Middelkerke;15 – 64;Vrouwelijk;1874
Vlaams Gewest;West-Vlaanderen;Oostende;35011.0;8430.0;Middelkerke;65 – ...;Mannelijk;1511
Vlaams Gewest;West-Vlaanderen;Oostende;35011.0;8430.0;Middelkerke;65 – ...;Vrouwelijk;1527
Vlaams Gewest;West-Vlaanderen;Oostende;35013.0;8400.0;Oostende; 0 – 14;Mannelijk;512
Vlaams Gewest;West-Vlaanderen;Oostende;35013.0;8400.0;Oostende; 0 – 14;Vrouwelijk;333
Vlaams Gewest;West-Vlaanderen;Oostende;35013.0;8400.0;Oostende;15 – 64;Mannelijk;5482
Vlaams Gewest;West-Vlaanderen;Oostende;35013.0;8400.0;Oostende;15 – 64;Vrouwelijk;7134
Vlaams Gewest;West-Vlaanderen;Oostende;35013.0;8400.0;Oostende;65 – ...;Mannelijk;4959
Vlaams Gewest;West-Vlaanderen;Oostende;35013.0;8400.0;Oostende;65 – ...;Vrouwelijk;5396
Vlaams Gewest;West-Vlaanderen;Oostende;35014.0;8460.0;Oudenburg; 0 – 14;Mannelijk;75
